Symbol,Name
BTCUSD,Bitcoin
ETHUSD,Ethereum
XRPUSD,Ripple
BCHUSD,BitcoinCash
BSVUSD,BitcoinSV
LTCUSD,Litecoin
EOSUSD,EOS
XTZUSD,Tezos
XLMUSD,Stellar
ADAUSD,Cardano
XMRUSD,Monero
TRXUSD,TRON
LEOUSD,UNUSSEDLEO
CROUSD,HuobiToken
DSHUSD,Dash
ETCUSD,EthereumClassic
NEOUSD,NEO
IOTUSD,IOTA
ZECUSD,Zcash
DGBUSD,DigiByte
BTGUSD,BitcoinGold


